,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,y
15,879.3074043,752.3668107,894.3889707,1316.734603,1856.187759,721.846163,1106.551458,726.5014605,1266.83175,751.4630574,949.9108192,257.5829738,-72.67615798,301.53666,1395.493317,1136.833124
16,1571.344447,1863.979871,823.2496161,799.6468794,1678.617555,716.7147133,611.4947518,592.5344323,493.8447399,1494.743964,671.3078033,645.3595311,704.8126372,1108.265323,1531.132587,1145.308071
17,971.7870143,1325.370673,479.6833364,634.9010917,779.1521167,339.8679712,735.3114677,80.46617451,881.9941705,1374.47931,1412.078428,783.5561965,535.7537648,1193.871544,281.8284746,1004.262734
18,1249.069455,-114.2562619,330.5051473,1437.519336,1103.991215,1130.304038,714.2231617,1897.556969,725.7068928,997.8886908,445.3358779,1202.17838,1408.454772,1472.227314,1369.07296,946.9999708
19,196.9836352,494.5006965,579.2013398,1398.691094,1834.950137,601.4747623,240.302413,1413.733965,1063.454728,1683.949577,2090.829935,1602.075409,775.8427384,1030.422325,2016.807478,596.8678945
20,1612.727823,2143.207305,892.3801486,1423.142072,1207.019106,1706.358003,1977.76921,875.3688438,1317.008516,1024.641581,1469.090256,847.8710829,1150.218051,1875.002317,916.2483962,1195.835614
21,1234.883691,1216.770351,820.1326069,1470.076549,715.8731639,1106.425221,625.9077716,629.1268223,1332.26131,548.7591476,1168.969594,1357.489125,630.4565953,1068.272303,1037.158418,878.4200379
22,389.0610557,654.0884331,1227.786803,1427.843473,1031.091303,1116.265446,1637.857525,978.7318739,1287.364036,333.316308,1546.062589,1481.729869,1417.836017,1023.885198,1628.838401,1191.202108
23,1085.246817,964.4282233,1915.745233,815.8310084,766.9943509,1220.582662,972.8862935,301.4302591,312.0916207,494.9927091,1184.812297,1837.79094,963.7657024,1678.96975,535.5340253,1334.541487
24,794.8064336,932.1656714,1517.371532,763.562691,390.9631076,904.7205287,1181.929941,1573.66926,1311.785041,1241.565606,961.9271785,1547.667238,625.4815438,538.188278,1418.030626,1035.312291
25,1470.005341,1539.817127,1056.573405,605.5165651,881.9142713,768.8407899,879.1614488,615.770723,1052.331789,2070.028245,1160.113052,1685.515116,1145.946443,1585.238672,2062.052978,1118.295273
26,1826.457653,360.8455552,1273.077361,1367.065144,833.4042716,500.3983517,1494.181721,1526.741735,1068.584615,1737.863549,422.892978,1194.321777,1131.089596,748.3327006,852.084337,647.8240914
27,1619.519583,1025.663641,588.9749874,791.785338,1304.341102,646.8352303,663.8824726,187.5228832,1306.335467,1196.222537,658.9260404,1388.244103,1403.905171,730.7774239,1394.400355,1108.630381
28,1243.959476,1008.981545,1669.134439,1267.390136,902.8245146,525.9711572,561.5183174,889.9113765,801.9939977,-81.8986575,1416.821453,1218.072583,1285.961594,327.8798865,1431.384833,992.3687037
29,1364.832058,381.6378929,1979.644082,1388.377504,973.5098191,1222.548488,952.6653432,639.2387251,1606.665473,1560.813334,1066.59363,823.8998504,1484.814685,998.9356238,1589.867871,689.819365
30,1188.711876,1249.971375,1438.597564,657.3676095,628.4451199,1138.26029,1476.663279,194.8664874,435.55607,605.5672385,990.4332664,1165.545044,700.5036788,735.8024793,1406.576051,639.5934643
31,1499.263998,254.8975499,1596.374056,209.043786,55.96662033,1711.102154,1255.975135,1418.899832,1136.390158,517.81851,176.6683705,996.8183536,1582.054945,472.3434838,1149.405592,518.625217
32,1424.268629,1553.330618,856.2739727,1075.238556,945.1905362,1590.315733,1175.440666,-107.190207,462.3166747,352.7398876,274.0684952,1209.880107,1533.044166,973.8500794,729.8749699,983.1498661
33,1653.082602,1580.282527,1258.128702,1240.004908,1029.645966,1033.882791,1351.666304,331.0508397,784.1235407,1347.790654,1303.280574,862.2746502,1099.304681,722.2981938,513.8022604,706.2531973
34,1390.007455,919.4797025,798.5735359,704.3378855,1189.294542,518.0954862,-80.3118632,686.2249094,634.6652601,1988.02556,1153.163019,940.8725398,1105.640269,754.4035524,626.7454974,545.737288
35,1572.876126,1584.330255,1046.862036,1275.474994,900.4886343,797.857022,1676.754841,1541.743674,1604.331028,1381.829903,557.6544572,636.7222726,1212.778505,1410.301032,940.3754648,622.0173328
36,988.6751438,1661.696454,1302.344907,1200.197686,840.6865972,853.6855268,1076.107569,1311.421417,1276.021005,1459.03168,940.5185322,221.4382804,1517.191138,1285.037628,929.56744,988.0494678
37,1080.450534,1102.618765,636.8863521,1263.336047,1509.316016,1688.231182,191.633754,1373.98624,1147.413831,996.5556562,757.6132125,874.4665283,1375.239501,1294.026032,1569.2889,1320.256135
38,469.0961613,267.1027707,422.6625826,1923.59342,949.9271928,1092.507169,556.2225214,391.7155143,1051.130121,530.9216185,806.7687515,548.3550943,826.2807685,1700.281501,379.6652576,1271.472231
39,1270.132878,1790.035238,1679.265223,1059.545165,318.1766673,1938.369303,2289.746772,603.9430612,1051.83269,846.7068559,663.9436643,1554.674464,769.4698401,-246.8315016,936.4453839,912.2998109
40,-250.4243953,1310.766649,586.9986263,1003.861344,1062.581322,984.1311843,1028.170134,1481.086256,1324.046224,403.0680114,466.8890555,1509.341987,1352.598122,989.0390019,694.4303599,1381.449671
41,1083.839967,273.9793604,511.2079203,1641.92346,675.724746,919.7920815,886.1407098,1142.857801,1320.224424,1278.779859,1379.509545,2055.349103,403.9387001,249.6637101,1387.190417,1198.177693
42,1097.139949,384.3106392,226.348902,772.2236754,1482.049032,535.2265693,1063.321936,1504.311929,1284.996383,425.9511383,187.0187151,592.7854718,1123.84005,1778.853406,847.2451973,669.8662604
43,1355.553184,1221.237326,210.7741583,619.5259969,599.8579196,1893.9402,979.54513,1233.278256,646.982821,1130.45406,1886.367341,1371.010404,721.669333,-7.118708822,493.308245,1437.569148
44,1381.470285,1338.113459,621.5747448,1019.64227,649.8011518,1319.93522,821.7436291,963.6463932,148.0365069,1634.858023,1507.762362,953.9533041,1253.914117,1361.864897,799.6458323,1422.969257
45,1864.440614,1615.584408,491.1035925,767.1204419,245.2276957,1881.837103,1430.513677,633.6965994,-82.5419817,1507.979437,1858.004679,450.8379542,1428.591209,1657.34747,1887.212238,1279.189379
46,878.0861077,1524.116165,1014.014869,1714.311038,1360.26012,1345.507262,1045.688741,1492.954455,1164.010881,1314.388131,1364.380832,1372.680357,636.3646022,907.7658601,388.0291229,1296.909926
47,1463.46876,657.4853887,1596.960175,985.1321104,1228.2064,741.0263729,408.1186167,632.5196705,413.6632755,1916.195738,436.3797982,770.9193757,360.2134522,1529.548647,531.1681976,979.1051005
48,1291.127792,125.9101468,1157.40776,591.4274906,431.4266665,1345.809285,1302.997664,1447.721986,1140.055906,1536.576249,1458.267939,1174.940824,453.0322718,1563.295167,1140.105361,991.9564796
49,538.840969,817.5612126,1137.355185,147.8863182,543.3342983,1618.60543,1174.78262,489.9704559,19.41124715,713.5401561,1475.848114,1593.974686,450.2265812,98.75464163,1093.733376,1110.246473
50,1019.308733,1490.787526,1363.703168,1241.912145,537.7778723,1565.831593,1582.276669,2133.41792,9.311506253,-108.6145169,809.9661853,1279.825252,1034.524017,290.4611353,1698.301958,765.852862
51,741.0756108,912.6366481,1431.534526,1164.032647,852.1065253,233.0521992,1002.707883,1597.636285,476.2130057,1562.712273,640.4824573,1070.642152,297.5920617,1935.092368,1474.171095,1142.256733
52,1231.748935,853.0633326,571.7384456,1602.276284,434.3049502,1033.927872,476.6111841,657.5341108,971.5644717,993.7950793,1221.821324,477.6930638,497.2477812,285.0551096,647.0250634,604.595128
53,1106.758111,890.1092986,1140.959336,924.5317143,1433.131315,552.7034674,731.1993401,1226.834381,1185.76009,1084.416781,1330.684845,1386.588054,1589.01735,1409.042016,1380.342118,996.035927
54,1317.815911,532.2900543,1028.586115,669.2092127,729.180392,826.7331016,1551.203551,1500.580333,1397.188408,875.1337348,1206.290655,1080.313531,823.3224639,1851.953118,1317.586906,1424.511987
55,635.0814597,1175.659047,1000.477183,1390.651045,1252.891402,1106.871405,866.495145,1622.632271,1256.8934,2120.801968,678.2758939,1627.053419,1394.062601,1137.457075,905.6405409,1324.875798
56,1472.191809,1780.909201,613.5295895,2421.693933,0.608210089,1130.570835,865.9757972,597.6648198,1538.56001,1156.664549,737.5961277,1061.511082,450.0697501,220.3098883,1354.904486,649.5018317
57,1186.454692,1129.529976,1619.359618,607.2632144,1423.979728,934.8840101,1381.677406,893.472823,1339.973455,1168.710673,1578.041408,1274.705189,1498.632115,1201.399921,1131.308593,1274.832072
58,1256.279899,827.4592699,1319.274104,1432.988452,484.1449396,367.337581,460.8331671,1366.252591,1281.319095,1796.159351,696.2263239,929.6710245,1307.537434,2365.353678,367.2358269,725.7734775
59,495.9921914,1155.784275,363.0770826,1350.674897,2086.566428,866.6581083,886.640807,1044.571513,1173.800489,418.2761037,2044.124995,387.7309898,1494.845884,1418.699642,669.2845203,1304.246905
60,1192.032781,480.8705942,1596.602661,129.5230225,103.2624128,1549.462627,1585.831653,462.3726171,785.9273171,641.8678396,1411.072737,761.0202865,1792.449184,212.1362636,1536.394739,1181.495504
61,847.3976374,960.1137745,1242.107565,132.7320663,1527.918226,453.545212,840.340567,1227.588208,1411.940609,753.0159088,753.3598968,483.43496,687.9191566,1183.622402,1706.696493,727.1616368
62,1184.237751,1849.767534,2539.271536,-296.3357708,668.6720545,29.65170742,1824.237105,1220.15202,1587.730244,19.51399675,728.7975765,498.5592434,1360.990479,1112.873176,407.7154365,750.0545878
63,1790.855614,1544.557734,-178.8833508,1330.757105,1425.847856,899.9788273,161.2461353,1258.848785,1848.00565,654.3242064,1973.580398,827.1625175,817.1294496,752.7649503,808.3202979,666.7492904
64,608.3009097,682.7879071,969.9874406,671.8197874,1329.249204,867.4197793,843.6109935,871.5461572,727.1075191,1540.409421,872.8462619,598.4054234,1251.408435,545.25852,987.7271077,814.4654408
65,1226.1333,1258.983142,24.56916569,950.7153845,546.4204249,720.9068144,451.4333285,305.5824435,822.4006335,2016.276792,897.9727346,997.5297657,625.4822348,1488.753891,1055.043654,504.0644435
66,870.0834455,597.8756437,662.6625088,1299.936623,1344.681269,1277.516945,1301.205262,1327.640583,776.6154465,463.992803,1069.69952,680.5059084,660.0696166,1677.91421,1010.28075,515.4911608
67,-141.3413295,1225.306059,1012.914102,1275.783375,807.3276582,1268.831574,403.2375851,731.4189214,1492.740626,1978.368141,562.5329399,612.4093563,727.2101201,471.2605168,710.9900467,700.386079
68,1301.862629,1036.425719,1690.682004,1153.217889,1113.169328,1069.500815,999.254728,1318.974699,1297.143654,688.8197225,334.0471196,197.3049685,706.0742047,829.527288,527.5998189,1021.913731
69,1039.203084,-330.463799,798.0263413,1856.685114,1524.053541,1257.303968,426.44997,1134.905303,1270.964971,451.6455079,1290.962798,1045.673932,244.0155268,1965.343551,683.6490567,1020.004427
70,1303.770355,771.7990441,627.5571095,2001.217897,682.1999793,1729.64064,1337.421263,1699.688788,1060.522871,1137.626827,741.5198853,969.0679748,783.4191261,973.2302866,586.4672682,1210.359286
71,1291.766462,586.8242222,1717.778159,1255.684194,811.0123606,987.2845011,1591.481503,297.2902926,835.0564543,1254.461338,-127.8281466,1372.347075,1486.773066,813.2886508,1139.533962,1429.205475
72,923.1581545,525.8927504,1060.615638,701.9569851,607.1544381,1067.626444,602.2158789,945.9426396,937.5900744,1751.342041,762.845761,1729.711831,433.2464556,972.0004514,1163.469108,862.9932082
73,1440.807129,1802.677597,879.6188435,1011.696985,340.1548345,810.9447063,667.4084069,1797.460113,2221.699423,1390.49924,-150.254826,533.7553988,680.3469715,1111.045344,1406.433006,1356.745751
74,1258.248758,382.297763,1152.546063,1301.642529,1954.369247,1342.96917,851.9546386,96.18151136,692.1382585,1450.090259,1935.689135,767.7974884,1026.515312,934.932151,993.1060036,1430.435368
75,556.4919927,947.8035902,1850.134247,991.3611866,1301.579993,212.4562127,628.5462942,736.8720115,965.2573176,105.7637268,1149.633494,1443.564773,1617.250342,1103.092048,920.2373301,1035.449458
76,1697.624683,1376.516971,1158.903354,1184.939487,415.0922366,462.3488616,1224.689396,1288.029295,1348.126781,959.9241766,397.8834709,1341.37504,759.965089,1312.466116,307.5097302,780.5239882
77,1283.547537,1307.674725,1011.355724,939.4691869,1866.982156,1843.789767,2099.154282,169.3053534,569.5590881,1288.279041,998.4054957,1321.09159,125.1506466,1009.743576,798.2128956,701.2936564
78,1247.592109,462.1042704,1146.530922,2278.538962,536.4534877,1104.941296,439.1091948,1144.255186,2058.817003,1584.41255,1705.071083,-58.88225866,893.4250844,332.9723213,-206.9635266,887.2909478
79,1345.938873,1076.828763,1339.841225,1115.215996,898.0218024,1206.170901,1959.525685,1091.620074,1335.059315,1259.86674,1517.510705,1114.290644,1670.125538,1151.329577,875.6201311,740.1591821
80,570.3336794,1870.344006,383.9479932,597.3304809,1445.086956,163.9272688,1820.704205,521.5554575,1630.578462,2290.71484,533.6104308,1052.071711,221.8591641,326.7552093,573.3500951,1299.369714
81,705.8469214,902.9463627,910.2551825,1013.226564,1722.55327,380.67202,1550.328651,1489.960916,919.1622828,755.2929152,1183.365749,1460.074619,1326.13656,736.4466992,387.9418554,997.0402506
82,490.6271188,1689.457549,1474.089963,1557.654324,722.5543636,1708.586098,1573.907719,1390.905583,1178.009545,848.0884632,2232.145476,1709.788017,1040.027931,628.2925902,1276.132184,868.504399
83,1606.564335,802.2058958,871.7634047,972.5215819,1785.248391,1491.379224,1784.326254,1777.910766,958.561871,391.3805637,1415.657621,1020.058297,1258.364065,831.906634,535.8017779,904.0276862
84,538.6118981,-212.0746758,1004.383637,296.2949757,786.6661409,957.8742344,976.0276253,422.6163876,1035.767414,1371.921582,-103.3347463,997.120595,1265.311682,788.1518367,1813.706564,842.8911082
85,1381.012577,1305.394751,-263.3624035,1143.944616,1067.483586,1004.201493,811.556228,899.5742547,797.419237,641.5347309,1567.426597,1420.583057,1321.390063,890.1183588,952.1224134,1234.165234
86,844.3244156,404.7392669,557.985022,1453.908753,947.4991884,909.4657701,487.9488197,1121.367775,1360.440971,1642.217768,659.1549162,576.9879977,1420.857782,793.4697567,1039.39086,1392.54347
87,1105.373254,391.0918164,1815.500688,1498.424634,876.5469889,968.0887225,1462.845641,1744.260934,1263.718864,1867.8873,1728.221762,678.7679201,1762.839997,1273.886285,1475.522728,585.7068135
88,772.0596434,886.3730792,1603.767831,1817.950387,603.5616764,17.27083751,268.764212,1136.304336,390.1568669,1444.825744,1300.355683,1210.868055,1252.858728,804.3460056,1169.544525,1259.012582
89,1384.305967,370.9294328,810.9360191,708.7846951,691.0942462,1291.72117,1777.257741,973.1642204,218.3930085,787.1753131,491.7618024,1287.891968,1283.584525,1928.238443,330.3216657,682.0692094
90,197.4090883,1158.406455,983.1328545,1132.300106,1478.816447,874.4158269,769.2816148,914.2761836,1486.933783,-132.7217926,1490.658751,846.2916635,590.5947092,584.2358853,1867.158275,751.5131282
91,1415.747896,1215.580681,1218.392006,1261.253846,1183.920115,227.0407285,1214.119319,930.6451286,800.3358603,943.0969163,1206.150346,1639.315881,1367.617877,1161.036678,542.8174325,837.3428246
92,1069.286873,490.8776657,1522.220526,1943.706,1383.156066,1615.908586,1056.062852,711.4640563,1222.153089,503.435432,853.6654743,1208.663821,1820.425596,1261.678634,1261.436164,755.4151167
93,1441.203982,715.0205184,1241.974693,102.8587521,57.85938604,1420.399029,1599.432681,1153.475568,1372.56998,1410.474646,1397.31596,385.8338619,835.0721889,570.3552621,1274.07609,1252.330753
94,1217.675498,590.6252915,150.4595102,1151.344225,-41.48893874,1179.54437,1501.95999,773.6363936,717.9205586,943.104846,1707.35369,1585.015405,1797.151534,1212.101282,1449.509838,632.7245259
95,1682.648468,482.503515,184.3038411,570.778945,708.8180639,582.6283262,164.8472753,986.8636949,950.6414457,1402.438846,797.8133048,1444.88839,339.3702684,759.1160566,1101.904123,1471.999284
96,761.8401648,634.2797224,1436.972468,719.3491708,1333.203697,553.6691858,1075.124589,1885.360958,926.6812082,947.9252574,720.0970718,1125.844765,818.5828674,1693.90027,391.9560675,1251.249298
97,-29.58498729,62.81682313,1928.618233,2072.719895,1627.072884,817.6960666,1973.896927,822.2474367,1733.807151,1172.305993,1696.296468,1007.931011,1483.789109,1167.732197,1008.920455,758.3472149
98,1167.525015,974.0438098,1293.39326,283.9180424,1048.176662,746.7875581,1517.03169,1321.062594,1002.008916,655.0533847,1030.905453,1048.755616,748.5171209,1569.34622,1601.060849,696.2274038
99,47.12944682,246.577698,1027.093827,1513.359345,1448.24902,958.7591493,1865.670257,15.26805111,874.7861278,889.8411026,491.3659133,1477.772188,984.2939094,1217.594468,1051.430564,1326.257839
100,955.6671841,666.9847504,1062.994235,480.5629751,176.5552517,1143.818489,1371.570946,-130.5422904,1643.142845,1061.068245,605.2542844,-284.4179326,516.8528725,700.9640578,593.1515287,783.8649387
101,341.9932424,850.4022015,893.6266937,958.0087475,741.5153463,1453.645913,1672.132635,837.4837862,979.5098204,905.8263195,1006.261687,1310.656018,481.8601222,280.030895,599.5758694,950.9040648
102,1499.963449,2050.985198,890.3384147,1152.80347,1144.283634,288.3696021,1939.460612,1468.323418,1204.994903,557.6909284,1539.190857,849.2361842,534.3554486,1318.677542,1645.28154,579.0695548
103,1221.283218,1238.01815,557.1576177,769.6867904,1568.634041,881.7916121,773.0914789,1233.752577,800.8601052,354.8931022,1256.938736,1643.569135,1328.646182,859.7256311,1539.5306,835.4278617
104,987.6577087,1973.462322,1398.251889,693.1262171,558.9381188,1360.556142,1064.058973,1148.299608,1275.986634,723.987321,856.2751723,789.1332368,576.1848921,1509.676611,983.7055829,1386.203583
105,-610.0588695,799.3334669,1085.235507,324.4710884,1141.534595,338.3617599,1381.021709,1095.74904,1331.207737,1374.726038,753.9224912,647.5714038,1453.747288,726.7585022,988.1861676,1024.875168
106,1894.355921,1238.945808,605.3185654,1401.426877,802.4587012,1574.290037,1090.742856,571.0005355,-49.44993228,1246.23032,556.9753549,670.6340621,1180.252996,1061.970383,235.8941751,686.8761331
107,474.1580447,1306.273322,860.9857404,884.8167873,310.1197187,550.7647085,1673.238433,824.2039485,1157.292436,502.9834127,200.9423741,1480.175181,524.1029823,900.0281066,984.0455764,513.6442499
108,1676.747438,870.1061332,215.9868211,1483.870213,1501.358072,409.2220395,847.1566672,1661.55248,52.11465266,741.2623509,1407.609464,1590.496287,579.579026,-18.33859848,1500.85168,1254.166063
109,2172.88561,1444.126037,1193.905488,221.7211937,1038.887969,1327.856591,945.4788741,1109.86153,1266.217269,1610.571977,1431.762162,1191.56197,1069.406304,1276.737315,1161.933538,1423.887433
110,131.4732614,1081.737382,82.93934917,1412.094719,1834.380824,-116.9195287,601.9585563,904.0296786,706.1999254,1449.872246,1224.275012,1040.889137,274.9377852,1014.034858,430.5942198,555.962624
111,1363.550786,810.8751012,1019.397356,1438.218077,1818.624113,988.5850674,1869.25899,298.1683356,329.5488513,1024.407676,646.8809129,433.3609521,-350.6238205,369.6962364,1791.126849,582.4292691
112,397.1254953,694.3376847,1215.163399,-163.8986346,1263.106781,1427.260827,752.7711968,-22.29989884,1850.616396,679.6034945,658.861754,486.5454544,1458.240681,611.3984745,247.9477976,1154.28137
113,1103.61629,1230.957345,376.8046263,1340.997873,598.0751259,334.449669,501.7557492,599.0572738,-23.87558874,1078.002653,1064.077964,897.0870181,471.246743,1169.282272,577.5520769,1028.082447
114,874.6689695,511.8006739,501.3140732,1162.674464,1574.279863,1576.258233,1133.668731,628.3539325,556.1098415,971.7689049,549.5312245,1388.559785,68.32392451,1747.619182,517.1222222,664.2528349
115,707.0996373,1098.37907,370.9834521,1490.605427,1412.686509,1876.367188,817.6153155,694.3712021,1853.268506,1573.270078,216.949132,741.2297834,700.1938601,697.9008493,613.4667773,822.3003424
116,1536.39931,790.5536682,1118.672914,863.0571879,934.9669948,689.3304982,1121.03737,1480.660538,242.4555747,1045.681832,1469.972956,1156.916942,57.41332871,953.1763387,589.5903816,758.7435325
117,324.7885877,1836.275831,635.6670313,1118.089962,912.6255273,169.5981603,587.9028445,1112.789641,-36.42310482,1584.40169,1279.836736,655.5963551,-97.86471584,697.5004421,1388.071573,1422.682687
118,202.6994446,1001.338594,1465.141166,875.2693345,1040.476726,40.24240051,-108.0172672,1578.717274,1660.674178,1256.47443,896.6081878,1162.025445,632.6908375,1280.201588,1868.536044,1013.518485
119,835.6357571,1627.360373,1817.314123,1497.329709,1876.933509,1130.815523,1152.488616,859.4631413,881.0417311,76.0400527,1617.765868,400.5581326,583.5099448,1356.079948,134.94433,673.9843704
120,1341.848425,632.4474502,1432.9997,319.2745039,554.9625972,1370.962342,962.7172355,794.454024,193.2284258,272.5273337,1002.181081,743.0522496,853.2593776,1667.554969,517.0385589,512.5241252
121,482.0813964,1459.757151,862.2778502,978.091042,1200.792794,2038.704547,1868.75164,1409.797143,384.9707605,1405.169954,948.967057,1536.437532,1292.963517,-43.6375028,309.31848,1180.196796
122,2712.009559,281.7223863,1121.85957,1383.328024,1195.026979,1326.273496,917.5492319,244.2911706,1385.114039,1929.908113,755.7289845,1505.254859,1300.975441,1070.999692,1501.889955,659.5222203
123,103.6356398,1381.805976,675.410766,1451.077302,1746.154707,1412.007077,1253.574044,1394.180543,1060.211729,703.9150316,1319.90671,1295.694449,1070.04193,290.9292083,224.6941638,575.352818
124,1771.15611,1515.961539,393.5023472,1890.711494,1315.679561,1803.399516,862.1055326,773.0825323,884.176823,657.7667719,826.3103126,1231.743257,915.5452866,1137.617413,938.4173593,1472.256966
125,1122.792725,1233.163606,1522.365441,340.9457207,1420.373891,1353.682437,747.5474148,797.8099278,373.2279715,117.8491255,621.2925487,749.1606427,402.1566312,378.3939541,1339.983901,676.1131221
126,782.1178409,1494.92617,876.9646798,435.4972001,729.3553242,332.5349568,906.9786735,1234.339208,1338.887486,1526.627429,1001.021149,130.267187,1203.573079,1868.991278,1644.552704,811.0249671
127,798.2762909,1212.562914,1107.80738,763.0716248,947.9721942,1243.283822,519.0191345,2312.749451,802.8606278,543.7031708,801.8283592,1223.118026,458.2640436,1221.112053,140.136841,816.0576436
128,104.3061017,277.8580237,1416.432495,1443.162401,722.1467972,1093.782669,676.2740368,85.79635063,706.4584281,340.0900005,1216.388527,1023.632149,1066.68642,-21.73677416,1055.533621,1039.635014
129,523.5245406,327.3393095,1585.310293,669.7338825,1501.929952,830.7657427,1873.668488,1211.585772,-107.5694294,781.0180793,1848.351672,666.078223,1148.61958,971.9932401,713.2470168,1356.33533
130,364.8216044,1089.30848,1064.891402,788.5424775,260.6425864,1395.10195,1928.802153,705.9468337,1488.212618,1028.203164,997.7314942,1221.297582,1048.241217,1485.484469,980.279641,973.6265566
131,1138.239721,80.1890055,379.8929942,268.8943827,370.4445004,1010.234298,1197.842747,1039.788736,1290.988668,503.3461413,1472.620873,549.5209602,1432.325649,-88.84948793,998.4821136,959.3997432
132,1052.072708,1689.573122,494.0126346,367.7347358,723.9994935,2006.52005,1022.142869,857.4224662,1083.054142,2045.30587,708.6768063,1070.662159,1553.584287,496.9701529,1135.552505,656.4453272
133,1067.869152,790.4393239,711.9616088,1635.486809,662.8445746,570.4105941,1189.425742,161.504106,1433.351092,881.9943357,721.9486853,319.2848974,1791.119789,22.04626926,895.4206125,1229.766943
134,1320.048257,1207.325556,913.4105821,221.0902118,899.490643,974.3362219,251.210098,954.1921233,1000.814336,546.1835237,901.6837833,506.7558513,1088.324031,1484.359181,1449.057096,1283.64913
135,978.0840185,980.9826135,1004.490865,1205.284526,1009.140413,2087.189155,224.3841521,1863.70719,1460.646614,1785.773709,722.4776835,1505.146981,1702.740597,1991.438233,695.3259229,1208.181488
136,1397.109452,270.3818568,1504.632072,556.5702586,2214.134931,1793.529743,971.6445059,879.6069153,1232.685701,923.2903465,900.1985433,188.0967,792.1274313,858.8840206,1146.104233,1419.487918
137,1621.692494,1784.455472,1342.741218,1671.099572,684.8915234,1400.754542,1339.533093,1393.233235,981.9254618,1124.014109,1043.785769,86.75204081,1248.397823,1323.608075,1097.447284,603.5096201
138,740.2830833,665.2403364,861.2732925,710.3202832,1464.333541,1240.046697,611.1329888,585.7779766,768.9402905,771.5551131,780.832348,771.256595,1891.369213,1249.570196,341.5452608,1205.069015
139,716.8514197,1593.209731,872.6554725,1280.005263,2085.126207,1175.313288,1056.571313,939.923761,1831.237456,851.792097,943.4747524,1754.020224,1008.999656,1580.703037,1239.052585,1250.320235
140,1007.493931,267.8716025,111.9339114,1023.43522,877.7808826,1295.040048,812.9286427,1400.160399,986.6792842,556.0035138,1321.346282,949.7475584,900.4024206,994.5179551,536.8656939,1020.2925
141,1370.675414,1224.138995,714.2018725,598.940499,1500.027562,1516.92057,1403.390664,1034.857051,891.9706748,623.6820284,669.8766697,484.9353287,155.1241407,729.29567,1304.290366,838.104974
142,867.224628,783.8173547,91.53371635,821.4123856,641.3453955,447.8389688,1587.591982,1328.577055,387.698616,1496.938147,1980.776108,187.8405346,964.537993,1097.604306,1253.409602,1166.068791
